khoi	tinh	M1	M2	M3
A	1A	6.75	7.00	7.25
A	1A	8	6.75	7.50
A	1A	6.75	6.50	8.00
A	1A	8	7.50	7.75
A	1A	7	6.75	7.25
A	1A	7.50	7.25	6.75
A	1A	7.50	6.50	7.00
A	1A	7.25	6.75	7.50
A	1A	6.75	6.50	7.50
A	1A	5.25	6.75	6.50
A	1A	7.25	7.25	8.50
A	1A	6	7.25	7.00
A	1A	7	7.00	6.00
A	1A	7	6.00	7.50
A	1A	7.75	8.25	8.50
A	1A	7.25	7.25	7.50
A	1A	8	7.75	8.50
A	1A	8.50	8.00	7.25
A	1A	6	5.75	5.00
A	1A	7.50	5.75	6.25
A	1A	7.75	6.50	6.50
A	1A	7.50	6.75	6.50
A	1A	7.75	6.50	4.75
A	1A	8.50	7.75	8.75
A	1A	1	3.25	3.75
A	1A	1.25	3.25	3.25
A	1A	0	2.00	2.00
A	1A	4.50	1.75	3.75
A	1A	7	5.50	5.00
A	1A	5.75	6.25	6.75
A	1A	4.75	5.50	5.25
A	15	5.25	6.25	5.50
A	1A	2.75	3.00	4.50
A	1A	7.25	6.75	6.00
A	1A	3.50	5.50	3.50
A	1A	5	6.50	6.50
A	1A	3.75	1.75	2.50
A	1A	4.75	2.75	2.50
A	1A	4.25	2.75	3.00
A	1A	6.75	7.25	6.50
A	1A	7.50	7.00	8.00
A	1A	6.50	7.25	9.00
A	1A	6.25	3.50	4.50
A	1A	8	7.50	6.75
A	26	8	7.50	7.50
A	1A	7.75	5.00	5.00
A	1A	7.50	6.75	7.25
A	1A	9	7.00	8.00
A	1A	8	8.00	8.75
A	1A	8.25	7.00	6.75
A	1A	7.75	7.50	8.00
A	1A	6.75	5.00	6.25
A	1A	7	6.75	6.50
A	1A	7.75	7.25	8.75
A	1A	6.25	7.00	7.00
A	1A	6.50	7.00	5.50
A	1A	5.75	7.25	7.00
A	1A	6	6.50	7.25
A	1A	7.50	6.50	7.00
A	1A	7.50	6.00	5.25
A	1A	7.25	7.00	5.75
A	1A	7.75	6.25	7.50
A	1A	7.25	6.50	5.50
A	1A	5.25	6.50	5.00
A	1A	7.50	7.00	6.75
A	1A	6.25	6.50	7.00
A	1A	6.50	6.50	7.25
A	1A	7	7.50	8.75
A	1A	6.25	6.50	7.50
A	1A	8	6.50	6.50
A	1A	6.50	7.00	5.75
A	1A	7	7.50	7.75
A	1A	7.75	7.50	8.00
A	1A	8	7.25	7.75
A	1A	5.75	6.75	8.00
A	1A	8	7.00	7.50
A	1A	6.25	8.00	7.50
A	1A	7	7.00	7.50
A	1A	8.75	8.50	9.25
A	1A	6	4.50	4.75
A	1A	7.75	5.50	7.50
A	1A	7	7.25	7.50
A	1A	7.50	6.50	7.25
A	1A	6.75	8.00	7.25
A	1A	6.50	6.00	7.50
A	1A	8	8.00	9.00
A	1A	7	6.50	5.75
A	1A	6	5.50	3.50
A	1A	5.75	4.75	6.00
A	1A	7	4.50	5.50
A	1A	6.50	5.50	5.50
A	1A	7	6.25	8.50
A	1A	5.75	6.25	5.25
A	1A	7.50	6.00	6.75
A	1A	7	7.50	8.00
A	1A	7.25	6.00	5.50
A	1A	7.50	7.00	8.75
A	1A	5.75	5.50	6.50
A	1A	8.50	7.00	7.50
A	1A	7.75	7.00	5.50
A	1A	5	6.75	7.00
A	1A	7.50	6.75	8.25
A	1A	5.50	6.50	5.50
A	1A	6.75	7.50	6.50
A	1A	7	6.00	5.75
A	1A	7	7.25	5.00
A	1A	5.75	4.50	4.75
A	1A	7.25	6.00	7.50
A	1A	7	7.50	7.00
A	1A	7	7.25	9.25
A	1A	7.25	7.75	8.00
A	1A	5.25	6.50	6.50
A	1A	6.25	7.50	7.50
A	1A	7	6.75	7.50
A	1A	6.50	6.75	7.00
A	1A	7.75	8.00	8.75
A	1A	8.75	7.50	6.00
A	1A	7.50	7.25	8.25
A	1A	6.25	5.50	6.50
A	1A	7.50	5.50	7.00
A	1A	8.25	6.50	7.50
A	1A	4.75	5.00	6.50
A	1A	5.75	5.50	4.00
A	1A	7	5.75	7.50
A	1A	5.75	5.50	5.25
A	1A	4.50	5.00	4.50
A	1A	3.25	4.50	2.75
A	1A	7.25	8.00	8.00
A	1A	7.25	5.50	9.50
A	1A	5.25	6.50	3.75
A	1A	5	5.50	4.25
A	1A	6.75	6.75	7.00
A	1A	8	7.25	7.25
A	1A	7.50	7.50	8.75
A	1A	7.50	8.50	9.25
A	1A	7.25	6.00	6.25
A	1A	6.50	4.75	6.50
A	1A	7.75	7.75	8.50
A	1A	7	7.00	8.75
A	1A	5.75	3.75	3.00
A	1A	9	6.00	8.25
A	1A	7	6.75	7.00
A	1A	7.50	9.00	6.50
A	1A	7.50	6.00	5.75
A	1A	8	7.75	8.50
A	1A	7.25	7.75	7.50
A	1A	7.50	7.75	9.00
A	1A	7.25	7.50	7.00
A	1A	8	8.50	8.25
A	1A	8.50	7.25	8.25
A	1A	7.75	7.00	8.25
A	1A	7	4.75	5.00
A	1A	8	8.25	8.75
A	1A	8	8.75	8.75
A	1A	7	6.75	6.75
A	1A	6.50	5.50	7.50
A	1A	7	6.50	8.25
A	1A	8.25	8.50	9.25
A	1A	9	8.00	9.25
A	1A	7.50	6.75	7.50
A	29	5	5.75	3.50
A	1B	5.50	3.50	4.50
A	1A	7	6.75	7.25
A	1A	7	5.75	9.00
A	1A	7.75	8.50	8.50
A	1A	8.25	7.50	7.50
A	1A	6.75	6.50	5.25
A	1A	6.75	6.00	9.25
A	1A	7.75	6.50	6.00
A	1A	8.25	8.00	6.75
A	1A	8	6.75	5.50
A	1A	8	8.00	8.50
A	1A	9	8.00	8.50
A	1A	7.75	8.75	9.00
A	1A	8	7.75	7.50
A	1A	7.25	6.00	7.50
A	1A	6.50	5.50	7.75
A	1A	8	7.50	8.75
A	1A	6.75	7.50	7.00
A	1A	7	7.00	6.50
A	1A	7.25	6.50	5.00
A	1A	7.25	5.50	5.50
A	1A	7.25	6.50	7.75
A	1A	7.25	6.25	7.25
A	1A	7.25	6.25	7.25
A	1A	7.50	7.00	5.50
A	1A	6.75	7.00	6.50
A	1A	8.25	7.75	8.00
A	23	6.25	6.50	7.25
A	22	6.25	6.00	6.50
A	1B	7.75	6.50	6.25
A	12	7.25	6.50	7.50
A	11	8.25	7.75	7.25
A	14	8.25	8.50	9.75
A	1A	7.75	7.75	8.25
A	1A	6.50	6.50	6.50
A	1A	7	6.75	5.50
A	1A	6.50	6.50	7.50
A	1A	8	5.75	4.75
A	1B	7.50	6.25	7.75
A	05	7.50	7.00	8.25
A	1A	6.50	7.75	7.75
A	1A	7.75	7.00	8.25
A	14	8.25	7.75	7.50
A	1A	7.25	6.75	7.50
A	18	6	5.75	5.50
A	07	6	5.75	6.75
A	26	6.50	5.75	5.75
A	16	7.75	7.50	7.50
A	1A	7.25	6.50	5.75
A	15	7.75	6.75	6.00
A	22	7.50	6.75	8.50
A	1A	7.50	7.75	9.50
A	1A	7.50	6.50	9.50
A	1B	7.50	6.50	9.25
A	1B	6.75	6.00	6.50
A	1B	8	7.50	7.75
A	1A	7.50	7.25	8.50
A	1A	8	6.75	8.00
A	19	9	8.50	9.50
A	1B	8.75	8.00	9.00
A	24	6.50	7.25	8.50
A	25	6.50	6.00	7.25
A	19	8.25	7.50	8.25
A	1A	8.50	9.00	9.00
A	19	7.25	6.50	6.50
A	1A	7.75	7.00	7.25
A	1A	7	6.50	7.50
A	1A	6	7.00	5.75
A	1A	7.75	7.75	8.75
A	1A	5.50	7.50	7.75
A	1A	8	6.00	7.75
A	05	8.25	7.25	7.50
A	1A	7.50	6.50	5.50
A	1A	6	6.50	7.25
A	1A	7.75	7.25	8.00
A	1A	1.75	2.50	2.75
A	1A	7	6.50	5.50
A	1A	7.75	6.50	6.00
A	1A	7	6.25	6.50
A	1A	8.75	9.00	9.50
A	1A	7.75	9.00	9.00
A	1A	7.75	8.25	8.25
A	40	6.75	5.50	6.75
A	1A	6.50	7.25	7.25
A	1A	4.50	3.75	2.50
A	1A	7.75	7.25	8.25
A	1A	7.75	7.25	7.75
A	1A	7.25	5.75	7.50
A	1A	7.25	6.25	8.00
A	1A	8	6.75	7.25
A	1A	7.25	8.25	8.50
A	26	7.75	6.50	5.75
A	1A	7.50	7.25	8.25
A	1A	7.25	6.75	7.75
A	1A	7.50	6.25	6.50
A	22	6.50	6.75	8.25
A	22	7.25	6.75	7.50
A	1A	6.25	6.25	7.50
A	1A	6.25	6.50	7.50
A	1A	7.25	6.25	7.00
A	1A	7.50	6.75	7.50
A	1A	7.75	6.50	7.25
A	1A	8.50	7.50	7.50
A	1A	8	7.00	8.50
A	1A	6.75	6.50	8.50
A	1A	6.25	6.75	6.75
A	1A	7.75	7.00	8.25
A	1A	8.50	6.75	8.50
A	1A	7.50	7.75	8.25
A	1A	6.25	6.50	6.50
A	12	7.50	6.50	8.50
A	1A	7	7.25	8.00
A	1A	7	6.50	6.75
A	1A	4.75	5.50	6.75
A	1A	8.25	6.50	7.75
A	1A	6.75	7.50	7.50
A	1A	6.50	6.25	4.50
A	17	6	5.50	5.75
A	1A	5.50	5.50	4.50
A	22	7	6.00	5.50
A	15	8.75	7.50	8.75
A	1A	6.75	6.50	7.25
A	19	8.25	8.00	10.00
A	1A	7.25	7.00	9.00
A	1B	8.25	8.50	8.50
A	1A	8.75	7.00	7.50
A	1B	8	8.75	8.50
A	1A	5.50	5.50	5.75
A	1A	8.25	7.50	9.25
A	27	6.75	7.50	8.50
A	1B	6.50	6.50	8.00
A	18	8	7.25	10.00
A	1A	7.75	6.25	7.25
A	1A	7	6.75	7.50
A	25	7	7.00	8.50
A	1B	7	8.50	8.25
A	1B	5.25	4.75	5.50
A	1A	8	7.50	8.50
A	1B	7.75	7.75	9.25
A	1A	7.75	8.00	8.50
A	1A	8.75	8.25	8.50
A	29	8.50	7.50	8.75
A	1A	7.75	7.75	9.50
A	62	8.25	7.50	9.50
A	1A	7.25	7.50	8.25
A	19	8.25	8.50	9.75
A	25	8.75	8.50	9.50
A	1B	7	7.50	9.00
A	03	7.75	6.50	8.25
A	1A	7.25	7.50	8.25
A	18	9	8.50	9.50
A	19	6.75	2.75	8.50
A	19	7.75	5.75	7.50
A	24	6.25	6.00	5.50
A	26	5.75	4.50	8.25
A	1A	0	2.25	1.00
A	1A	0.75	3.50	2.50
A	1A	6.75	4.25	5.50
A	1A	1	2.50	2.00
A	1A	4	4.75	4.25
A	1A	1.25	6.00	2.25
A	1A	3.50	3.50	4.00
A	1A	5.75	3.75	6.50
A	1A	6.75	6.50	4.75
A	1A	6.50	6.50	5.75
A	1A	7.25	7.50	8.50
A	1A	5.75	6.25	4.25
A	1A	8.25	8.00	6.50
A	1A	8.75	7.50	9.25
A	1A	6.50	6.50	5.50
A	1A	5.50	6.75	6.50
A	1A	8.25	8.25	9.00
A	1A	7.75	6.50	5.75
A	1A	8	6.75	5.75
A	1A	8.75	6.50	5.75
A	1A	7	5.25	6.50
A	1A	7.25	6.50	9.00
A	1A	7	7.25	6.25
A	1A	7.75	6.50	7.00
A	1A	7	6.50	6.00
A	1A	6.75	7.50	6.75
A	1A	6.75	7.50	7.50
A	1A	4.50	7.00	5.50
A	1A	7.50	6.50	6.00
A	1A	7.75	7.50	8.50
A	1A	8	8.00	9.25
A	1A	8.75	6.50	9.00
A	1A	5.75	5.25	5.50
A	1A	8	7.00	8.25
A	1A	0.75	3.50	4.25
A	1A	2.25	5.00	1.75
A	1A	6.75	6.50	6.50
A	1A	7.75	7.50	7.75
A	1A	6.75	6.50	5.50
A	1A	7	7.50	8.00
A	1A	6.75	5.75	6.75
A	1A	7.50	7.25	7.50
A	1B	7	7.25	7.50
A	1A	8.25	7.25	8.00
A	27	6.25	6.50	7.75
A	1A	5.50	6.00	7.00
A	1A	7.75	7.00	8.25
A	1A	7.75	7.00	7.75
A	1A	3.50	5.50	4.50
A	1A	0	5.00	4.25
A	1A	5.75	4.75	4.50
A	23	6.25	7.25	8.50
A	1B	7	7.50	8.00
A	1A	6.75	6.75	8.00
A	1B	6	7.50	7.25
A	17	8	7.25	8.50
A	1B	6.25	5.50	8.00
A	1A	6.50	6.50	8.25
A	1A	7.25	7.50	8.50
A	1A	0.50	2.25	2.50
A	1A	5.75	4.25	5.50
A	1B	6	5.75	6.25
A	1A	6.75	6.00	5.50
A	1A	5.50	5.50	7.50
A	1A	7.50	6.75	8.25
A	1A	7.25	6.75	8.50
A	1A	7	7.50	7.25
A	1A	6.75	6.75	7.50
A	1A	6.75	7.00	6.25
A	1A	8.50	7.00	8.00
A	1A	8	6.50	7.00
A	1A	8.50	6.75	8.75
A	1A	2	3.25	2.25
A	1A	7.75	7.25	7.75
A	1A	7.75	7.50	6.50
A	1A	8	8.00	8.50
A	1A	1.75	3.50	3.75
A	1A	5.50	3.50	4.25
A	1A	4.75	5.50	6.25
A	1A	5.50	5.00	5.25
A	1A	7	7.25	7.75
A	1A	4.25	4.75	6.25
A	1A	6.25	6.25	7.75
A	1A	4.75	6.00	6.50
A	1A	8.75	7.50	7.50
A	1A	5.50	5.00	5.50
A	1A	4.75	7.00	7.25
A	1A	6.75	6.75	7.50
A	1A	5.75	7.25	8.00
A	1A	6.25	6.50	6.00
A	1A	7.50	6.25	7.00
A	1A	7	6.75	6.75
A	1A	8	6.75	7.50
A	1A	6	6.25	6.75
A	1A	7	7.25	8.00
A	1A	8	7.25	7.50
A	1A	8.50	7.50	9.25
A	1A	8	8.00	9.00
A	1A	6.75	4.50	5.00
A	1A	8.50	7.50	9.50
A	1A	6	7.25	7.25
A	1A	7	6.50	8.50
A	1A	8.75	8.50	8.75
A	1A	7	6.50	8.00
A	1A	4.75	5.50	3.50
A	1A	6	4.50	5.75
A	1A	8	6.75	7.50
A	1A	8	7.50	8.75
A	1A	8.75	8.25	9.50
A	1A	6.75	6.50	6.25
A	1A	5.25	5.25	6.25
A	1A	8	6.50	8.25
A	1A	8	6.75	8.00
A	1A	5.25	6.50	5.00
A	1A	7	5.75	6.00
A	1A	6.75	5.25	6.50
A	1A	7	8.50	8.50
A	1A	6.75	6.75	8.25
A	1A	8.50	7.00	8.00
A	1A	7.25	8.25	8.25
A	1A	7.75	4.50	6.25
A	1A	8.75	8.25	8.50
A	1A	4.75	5.50	5.25
A	1A	4.50	4.50	4.50
A	1A	1.75	4.25	2.00
A	1A	6.75	5.50	4.50
A	1A	7	6.00	7.50
A	1A	6.75	6.75	8.25
A	1A	0.25	3.25	3.00
A	1A	5.50	4.25	3.75
A	1A	4.50	4.50	4.25
A	1A	5	6.00	5.50
A	1A	7.75	6.50	7.50
A	1A	5	4.50	6.00
A	1A	4.50	3.50	3.50
A	1A	8.25	7.50	8.75
A	1A	6	7.00	7.50
A	1A	8.75	6.75	9.50
A	1A	6.50	7.25	8.50
A	1A	9	7.50	8.50
A	1A	7.50	7.00	6.75
A	1A	0.25	3.25	1.25
A	1A	7.25	6.50	8.00
A	1A	6.75	6.50	7.75
A	1A	7.75	8.00	8.50
A	1A	6.75	7.25	8.25
A	1A	8	6.50	7.75
A	1A	7.75	8.75	8.50
A	1A	7.50	5.50	7.50
A	1A	7.25	7.75	8.75
A	1A	7.25	6.50	7.50
A	1A	9	7.75	9.00
A	1A	8.50	6.00	6.75
A	1A	8.25	8.50	9.00
A	1A	8.50	7.50	8.50
A	1A	6.75	5.00	3.50
A	1A	8.25	5.50	4.00
A	1A	6.50	6.00	7.50
A	1A	6.75	6.50	5.50
A	1A	9	7.50	7.50
A	1A	6	5.25	5.00
A	1A	6.25	5.50	5.50
A	1A	7.50	5.75	7.00
A	1A	8.50	7.25	7.75
A	1A	6.50	6.75	5.00
A	1A	7.25	8.00	8.50
A	1A	6.50	7.00	6.50
A	1A	7.75	7.25	8.00
A	1A	7	7.50	8.25
A	1A	8	8.50	9.25
A	1A	7	6.00	8.50
A	1A	7.75	7.50	8.50
A	1A	8.25	7.25	9.50
A	1A	6	6.50	4.50
A	1A	6.25	2.50	3.00
A	1A	8	7.00	8.50
A	1A	7	8.00	9.25
A	1A	6.25	6.50	8.50
A	1A	9	8.75	9.50
A	1A	9	8.25	8.25
A	1A	7.25	7.50	6.00
A	1A	8	7.00	6.00
A	1A	7	6.50	8.50
A	1A	6.50	5.25	4.50
A	1A	7.50	5.50	7.75
A	1A	8.75	6.25	8.50
A	1A	7.50	7.25	7.75
A	1A	8.50	8.25	8.75
A	1A	3.50	3.75	4.50
A	1A	3.75	5.75	2.50
A	25	5.50	6.00	5.75
A	1A	6.50	6.50	7.00
A	1A	8	7.50	8.00
A	1A	6.50	7.50	7.75
A	1A	8.25	7.50	7.25
A	1A	8	7.50	8.25
A	1A	9	7.75	8.75
A	1A	7.75	7.25	7.00
A	1A	8.50	8.00	9.75
A	1A	0	5.50	4.50
A	1A	8	8.50	9.75
A	1B	0	5.25	3.75
A	1A	7.50	7.25	8.50
A	1A	7.25	5.50	6.75
A	1A	7.25	7.25	8.25
A	1A	7.50	7.00	8.00
A	1A	6.50	7.50	8.50
A	1A	7	6.50	7.25
A	1A	3.75	6.50	3.75
A	18	4.25	5.50	3.25
A	1A	0.75	3.50	2.50
A	1B	3.50	4.00	3.25
A	1B	7	7.75	8.00
A	1A	8.50	7.25	8.50
A	1B	6.75	6.75	8.25
A	1B	7.25	6.50	8.25
A	1A	6.25	4.75	6.50
A	1B	7.50	7.00	6.75
A	1B	7.50	6.25	8.00
A	1B	7.50	7.50	8.50
A	1B	9	6.75	8.25
A	1B	7	7.25	6.50
A	1B	8	8.00	9.50
A	1B	8	8.25	8.00
A	1A	7.75	7.50	7.75
A	1B	7.25	6.25	6.50
A	1B	7.75	7.50	8.50
A	1B	9	6.00	9.00
A	1A	5.75	6.50	7.00
A	1B	8.25	7.50	8.50
A	1B	8.75	7.00	6.00
A	1B	7.25	8.50	9.00
A	1B	8	7.25	7.50
A	1B	9	7.00	9.00
A	1B	8.50	8.50	10.00
A	1B	8	7.50	10.00
A	1A	7.25	7.50	7.75
A	1B	7	7.50	8.50
A	1B	6.25	6.00	6.50
A	1A	6.50	6.25	6.25
A	1B	7.25	7.00	8.50
A	1A	6.25	7.25	8.00
A	1B	4.50	3.50	4.50
A	1B	5.75	7.25	6.75
A	1B	6.50	6.00	6.75
A	1B	8	5.50	6.75
A	1B	7.25	6.50	7.50
A	1B	8	7.25	8.75
A	1B	7.25	7.50	7.50
A	1B	6.50	6.25	7.50
A	21	5.75	5.50	7.50
A	1A	6.25	7.25	7.00
A	1A	7.75	7.75	8.50
A	1B	6.25	6.50	7.50
A	1B	5.50	5.25	7.00
A	1B	8.25	7.00	8.25
A	1B	7	7.25	6.75
A	1B	7.75	7.25	8.75
A	1B	8.75	8.00	8.50
A	1B	7.25	3.50	6.00
A	1B	5.50	5.25	5.25
A	1B	7.75	6.25	6.75
A	1A	8	6.50	6.75
A	1B	8.50	6.00	9.00
A	1B	8	7.50	7.75
A	1B	7	6.50	7.50
A	1B	7.50	7.50	9.00
A	1B	7.75	7.25	7.25
A	1B	8	7.25	8.75
A	1B	8	7.50	6.50
A	1B	6.75	7.50	5.50
A	1B	6	7.50	5.50
A	1B	5.75	7.50	7.00
A	1B	7.50	6.75	8.25
A	25	7	7.50	7.50
A	09	5	6.75	6.25
A	11	1.50	3.50	2.75
A	1B	8	6.75	7.50
A	1B	7.75	7.00	8.00
A	1B	8.75	6.75	5.75
A	1B	5.75	6.50	5.50
A	1B	6.75	5.50	8.00
A	1B	8.75	8.50	9.50
A	1B	1	2.50	1.25
A	1B	9	7.75	9.50
A	1B	7.50	6.75	7.75
A	1B	6.75	6.50	6.50
A	1B	7	6.50	8.25
A	1B	7	8.00	8.50
A	1B	6.75	6.75	8.00
A	1B	7.50	6.25	7.00
A	1B	6.75	7.25	7.50
A	1B	2.50	3.50	4.50
A	1B	7.25	6.75	7.25
A	1B	4.75	5.50	5.50
A	1B	0.50	5.00	3.75
A	1B	7	7.75	8.25
A	1B	7.25	5.50	6.25
A	1B	9	6.25	8.00
A	1B	7.25	5.50	6.75
A	1B	4.75	6.50	2.75
A	1B	6	7.50	8.50
A	1B	7.75	5.50	6.50
A	1B	8.75	7.00	8.50
A	1B	7.50	7.50	8.50
A	1B	6.25	7.00	8.50
A	1B	6.75	6.50	7.75
A	1B	7.25	7.25	9.00
A	1B	7.25	5.75	8.50
A	1B	0.50	2.25	2.75
A	1B	8.50	7.50	8.50
A	1B	6.50	6.50	7.75
A	1B	6.75	7.00	7.25
A	1B	9	5.25	9.25
A	1B	7	5.50	6.25
A	1B	8	7.25	8.50
A	1B	7	7.75	8.50
A	1B	7.75	7.50	6.75
A	1B	5.75	6.25	7.00
A	1B	5.75	7.00	5.00
A	1B	8.75	6.75	7.25
A	1B	5.25	6.50	5.25
A	1B	6.75	7.75	8.50
A	1B	8.25	6.75	8.25
A	1B	6.75	6.75	7.50
A	1B	6	4.75	5.50
A	1B	7	5.50	8.50
A	1B	6.75	7.25	7.75
A	1B	5.25	6.00	5.25
A	1B	6	5.75	6.50
A	1B	6	5.50	5.75
A	1B	5.75	7.25	5.50
A	1B	7.50	6.50	8.25
A	1B	6.75	6.25	8.00
A	1B	7.25	8.25	8.50
A	1B	7.50	6.75	7.75
A	1B	5.75	5.75	7.50
A	1B	7.75	5.50	6.25
A	1B	6.50	6.50	8.50
A	1B	6	7.75	7.50
A	1B	4.25	7.00	6.50
A	1B	7	7.75	8.25
A	1B	0.25	3.50	3.25
A	1B	0	2.75	2.50
A	1B	1	3.25	2.50
A	1B	4.25	3.75	3.25
A	1B	2.75	3.25	3.50
A	1B	7.75	6.75	9.25
A	1B	8.50	7.25	7.75
A	1B	7.25	6.50	9.00
A	1B	7.75	7.00	6.50
A	1B	6.75	6.00	7.00
A	1B	6	4.75	6.25
A	1B	1	2.50	1.75
A	1B	8.25	7.50	8.50
A	1B	1.25	3.50	4.25
A	1B	5.25	6.50	3.75
A	1B	6.75	6.25	6.25
A	1B	5.75	7.00	4.75
A	1B	3.75	6.50	6.50
A	1B	2.75	5.50	2.50
A	1B	8.25	6.50	7.50
A	25	5.50	3.00	7.25
A	1B	9	7.50	8.75
A	1B	7.25	7.00	8.50
A	1B	6.50	6.25	7.50
A	1B	9	7.25	7.50
A	1B	7.50	7.25	8.00
A	1B	8	6.75	7.00
A	1B	0	3.50	3.25
A	1B	7.75	5.75	8.00
A	1B	8	6.50	6.25
A	1B	6.75	6.75	7.50
A	1B	5.50	7.25	7.50
A	1B	7	7.50	9.00
A	1B	6	7.00	6.50
A	1B	7.25	6.50	8.75
A	1B	6.25	6.50	7.50
A	1B	5.50	5.75	8.00
A	1B	6	7.50	6.50
A	1B	7.75	6.50	6.50
A	1B	6.50	6.50	7.00
A	1B	7.50	6.00	6.25
A	1B	8	7.75	8.50
A	1B	5.75	6.25	7.25
A	1B	7.50	7.25	7.25
A	1B	7.75	7.25	9.00
A	1B	6.50	7.25	7.25
A	1B	6.75	6.00	8.00
A	1B	6	6.50	8.50
A	1B	6.50	5.50	7.50
A	1B	8	6.50	7.50
A	1B	7.50	6.75	8.25
A	1B	7	7.25	6.75
A	1B	8.50	8.50	9.50
A	1B	6.75	6.25	7.75
A	1B	5	6.25	7.00
A	1B	8.50	6.50	7.50
A	1B	7.75	7.50	9.25
A	1B	5.50	6.50	7.50
A	1B	6.75	6.50	8.25
A	1B	9	7.50	8.50
A	1B	2.25	3.50	3.50
A	1B	1.75	3.75	3.25
A	1B	7.50	7.75	9.00
A	1B	7.75	7.25	8.25
A	1B	9	8.50	8.50
A	1B	0.75	3.00	3.50
A	1B	7.50	7.00	7.00
A	1B	8.75	7.50	7.25
A	1B	7	7.50	7.25
A	1B	7	7.00	8.75
A	1B	8.50	6.25	8.75
A	1B	7.50	6.75	9.75
A	1B	7	5.25	7.00
A	1B	7.50	6.50	8.50
A	1B	8.75	6.00	9.25
A	1B	8.75	7.50	8.25
A	1B	5.75	6.50	7.00
A	1B	5.50	5.50	8.50
A	1B	8.25	6.50	9.00
A	1B	4.25	4.75	6.50
A	1B	7	8.75	7.50
A	1B	8	6.75	7.75
A	1B	7	7.25	8.50
A	1B	8	7.25	8.25
A	1B	8.50	6.75	8.50
A	1B	7.50	7.75	8.00
A	1B	8	7.75	8.50
A	1B	6	6.50	5.00
A	1B	8.25	7.25	8.75
A	1B	8	7.50	7.75
A	1B	8	5.50	8.00
A	1B	7.50	7.25	8.50
A	1B	8.75	8.50	9.50
A	1B	7.25	6.00	7.50
A	1B	8	7.25	8.50
A	1B	7.50	8.25	9.50
A	1B	8	7.50	7.25
A	1B	7.75	8.25	9.75
A	1B	6.50	6.75	7.75
A	1B	7.75	6.50	8.75
A	1B	6.75	6.50	6.50
A	1B	2.75	5.25	2.50
A	1B	8.50	8.75	9.25
A	1B	7	6.75	7.25
A	1B	7	6.50	7.25
A	1B	8	7.50	7.50
A	1B	8	8.25	8.50
A	1B	4.25	6.00	3.00
A	1B	8	8.00	9.75
A	1B	8	8.75	9.50
A	1B	7.50	7.25	6.75
A	1B	7.50	6.75	4.75
A	1B	8.25	6.75	8.00
A	1B	7.25	7.25	7.50
A	1B	6	6.50	5.50
A	1B	7	7.50	8.50
A	1B	8	7.50	8.25
A	1B	4.75	6.50	5.50
A	1B	5.50	5.25	3.50
A	1B	7.50	6.50	6.00
A	1B	2.25	2.50	3.50
A	1B	4.25	3.00	4.25
A	1B	0.25	2.00	2.00
A	1B	6.75	7.00	7.00
A	1B	5.50	6.50	7.50
A	1B	8.25	6.50	6.75
A	1B	2.50	2.00	3.25
A	1B	3.50	4.75	3.50
A	1B	7.50	5.25	3.50
A	1B	7.75	6.50	7.50
A	1A	7	6.50	7.50
A	1B	7.25	6.50	7.00
A	1B	8	6.25	7.50
A	1B	0.25	2.25	1.50
A	1B	7.25	6.50	8.00
A	1B	8.25	7.75	8.50
A	1B	8.25	7.75	9.00
A	1B	0.75	3.50	1.75
A	1B	7	7.25	8.00
A	1B	3	3.00	5.00
A	1B	7.50	6.25	7.50
A	1B	8	7.50	8.50
A	1B	7.50	7.00	8.50
A	1B	7.50	6.50	7.25
A	1B	8.50	6.00	7.75
A	1B	0.75	1.75	3.50
A	1B	8	7.00	8.50
A	1B	8	7.50	9.00
A	1B	3	6.25	4.00
A	1B	6.50	6.50	7.25
A	1B	6.25	6.50	7.50
A	1B	8.25	7.25	8.75
A	1B	7.75	7.50	7.25
A	1B	8	6.50	8.50
A	1B	7.75	5.75	8.75
A	1B	8.25	7.50	9.00
A	1B	7.50	6.50	7.25
A	1B	7.75	6.25	8.00
A	1B	8.50	7.50	8.25
A	1B	8.25	5.75	8.50
A	1B	6.50	7.75	8.50
A	1B	9	7.50	8.25
A	1B	7.25	7.00	8.25
A	1B	8.75	7.50	9.00
A	1B	9	8.50	9.50
A	1B	8.50	7.50	8.25
A	1B	8	5.75	8.25
A	1B	6.25	7.50	8.50
A	1B	5	7.00	4.75
A	1B	8	6.75	7.50
A	1B	6.75	8.00	8.25
A	1B	8.50	8.25	9.00
A	1B	8.25	7.50	7.50
A	1B	7.25	6.50	8.50
A	1B	7.50	7.25	8.00
A	1B	8	7.50	7.50
A	1B	6.50	7.75	8.50
A	1B	8.75	6.50	7.50
A	1B	7.25	7.00	8.50
A	1B	0.25	3.25	3.75
A	1A	4.50	7.00	5.50
A	1A	2.50	3.25	2.75
A	19	4.50	6.50	7.50
A	1A	9	7.25	7.50
A	1A	5.50	4.75	2.50
A	1A	0	3.50	7.50
A	09	2.75	4.50	3.50
A	22	8	6.50	6.50
A	1A	1.50	3.50	3.50
A	12	0.50	2.50	2.50
A	31	3	3.50	5.00
A	1B	3	5.00	4.00
A	26	5.50	4.50	4.50
A	1B	3.50	6.50	7.50
A	1A	6.75	6.75	7.75
A	1B	3.75	5.50	5.50
A	1B	6.25	5.25	5.50
